,log,date,year
218,Operations reported receiving multiple calls reporting a man who stole a backpack from an NU student inside IV and exited toward Ruggles. Officers responded and reported checking the area with negative results. A report was filed.,2019-10-25 15:24:00,2019
219,An RA in West Village E reported finding a grinder with marijuana in it while conducting health and safety inspections. A report was filed.,2019-10-25 16:28:00,2019
220,A proctor in Speare Hall reported observing an intoxicated student in the lobby. Officers responded and called an ambulance to transport the student to Beth Israel Deaconess Medical Center. A report was filed.,2019-10-26 00:29:00,2019
221,An RA in White Hall reported observing an intoxicated student in the bathroom who was incapacitated. Officers responded and called an ambulance to transport the student to Beth Israel Deaconess Medical Center. A report was filed.,2019-10-26 01:03:00,2019
222,An NU student in Loftman Hall reported her roommate was intoxicated and fell and hit her head. Officers responded and called an ambulance to transport the student to Beth Israel Deaconess Medical Center. A report was filed.,2019-10-26 02:21:00,2019
223,A facilities employee reported observing a man unaffiliated with NU in Speare Place stealing bike parts. Officers responded and reported the man had a criminal record and was found in the possession of a scooter and several tools. Officers placed the man under arrest for larceny. A report was filed.,2019-10-26 07:04:00,2019
224,An NU student reported her headphones were stolen from Marino Recreation Center. A report was filed.,2019-10-26 11:18:00,2019
225,An NU student reported observing a man cutting a cable lock and stealing a bicycle from outside Burstein Hall. The man claimed the bike was his when confronted by the student. Officers reported the man fled the area on Huntington Avenue. A report was filed. ,2019-10-07 15:20:00,2019
226,An officer reported speaking to a man unaffiliated with NU in the lobby of Columbus Place. Officers reported the man was in violation of his restraining order and placed him under arrest. A report was filed. ,2019-10-08 18:48:00,2019
227,An NU student reported some of his bicycle parts were stolen from the bike racks outside Snell Library. A report was filed.,2019-10-08 21:04:00,2019
228,"A woman reported that a man on Hemenway Street approached her with a knife and stole her wig, then proceeded to leave the area toward St. Stephen Street. Officers stopped the man and placed him under arrest. A report was filed.",2019-10-08 22:09:00,2019
229,A detective reported finding a small bag containing cocaine in front of Columbus Place. A report was filed.,2019-10-09 08:43:00,2019
230,A resident assistant in Light Hall reported finding a smoke detector covered with a bag while conducting a health and safety check. A report was filed.,2019-10-09 08:43:00,2019
231,A detective reported confiscating a bong from a room in Davenport A. A report was filed.,2019-10-11 18:06:00,2019
232,A proctor reported observing an intoxicated NU student in the lobby of 10 Coventry St. Officers called an ambulance to transport the student to Beth Israel Deaconess Medical Center for further assistance. A report was filed.,2019-10-11 23:20:00,2019
233,"An NU student at St. Botolph Street reported that his friend, another NU student, was heavily intoxicated and semi-conscious. Officers requested an ambulance to transport the student to Beth Israel Deaconess Medical Center. A report was filed.",2019-10-12 00:31:00,2019
234,A proctor in International Village reported observing a male student asleep in front of the proctor station. The proctor reported the student was unable to be woken up but was found to be breathing. Officers requested an ambulance to transport the student to Beth Israel Deaconess Medical Center for further assistance. A report was filed. ,2019-10-12 05:53:00,2019
235,An NU student reported his bike was stolen from the Snell Library bike racks. A report was filed. ,2019-09-30 17:04:00,2019
236,An NU student reported his bike tire was stolen from outside Snell Library. A report was filed. ,2019-09-30 18:28:00,2019
237,An NU student reported a package was stolen from his residence at 136 Hemenway St. A report was filed.,2019-10-01 20:11:00,2019
238,"A staff member at Snell Library reported observing a disorderly NU student entering the library, screaming and kicking furniture in the area then leaving before officers could arrive.  A report was filed. ",2019-10-01 22:38:00,2019
239,"A parking guard reported observing a man unaffiliated with NU entering a restroom in Davenport B. The guard reported the man entered the building without authorization and keyed into the side door of Davenport A upon leaving Davenport B. Officers reported checking the area with negative results, but found footage of the man leaving the area heading toward Tremont Street. A report was filed.",2019-10-02 13:09:00,2019
240,An NU student reported a package was stolen from his residence at 335 Huntington Ave. A report was filed. ,2019-10-03 15:06:00,2019
241,An NU student reported his bike was stolen from the bike racks along Columbus Avenue. A report was filed.,2019-10-03 16:16:00,2019
242,An NU student reported being followed by a man who was yelling incoherently and attempting to touch people on Ruggles Street. The student reported the man threatened and leaned on him and he believed the man may have been under the influence of drugs. A report was filed. ,2019-10-04 00:30:00,2019
243,An NU student reported observing a man unaffiliated with NU possibly displaying a firearm outside of Davenport A. Officers reported being unable to locate a firearm but that the man had a criminal record and had previously been banned from NU property. The man was issued another trespass warning for all NU property and was removed from the premises. A report was filed.,2019-10-04 02:52:00,2019
244,An individual unaffiliated with NU reported a saw was stolen from the EXP construction site at 809 Columbus Ave. A report was filed.,2019-10-04 08:29:00,2019
245,A staff member at Matthews Arena reported observing two individuals underneath the stairs on St. Botolph Street. Officers reported speaking with the two individuals and that one had a criminal record and an active warrant. The officer placed the individual under arrest for the warrant. A report was filed.,2019-10-04 12:26:00,2019
246,An NU student reported her unattended laptop was stolen from Ryder Hall. A report was filed.,2019-10-04 12:49:00,2019
247,"A resident assistant, or RA, in Smith Hall reported finding an NU student who smelled of alcohol sleeping inside the building. The RA reported the student attempted to stop the RA while she contacted NUPD. Officers reported speaking to the student and called an ambulance. A report was filed.",2019-10-05 01:48:00,2019
248,An NU student reported observing an intoxicated student in the lobby of East Village. Officers requested an ambulance to transport the student to Beth Israel Deaconess Medical Center for further assistance. A report was filed. ,2019-10-05 02:10:00,2019
249,An NU student reported his bike was stolen from the racks outside of Snell Library. A report was filed.,2019-09-23 08:14:00,2019
250,"A sergeant reported being in a foot chase with a shoplifter from Wollaston’s Market in Marino Recreation Center. The shoplifter, who was unaffiliated with NU, had both a criminal record and a prior warrant. Officers placed the man under arrest for possession of a class D drug. A report was filed. ",2019-09-23 11:25:00,2019
251,An NU student reported her unattended backpack was stolen from Gallery 360. A report was filed.,2019-09-23 21:09:00,2019
252,"An officer reported two men unaffiliated with NU shoplifting from the Wollaston’s Market in Marino Recreation Center. Officers reported the men left the store, but observed them again on security footage entering 146 Hemenway St. Officers reported they confronted the two men at the apartment. Officers reported the men returned to Wollaston’s Market to pay for the stolen goods and were banned from all NU property. A report was filed. ",2019-09-24 15:45:00,2019
253,An NU student reported that she lost her wallet and was missing $1500 after it was returned by an unknown man in Snell Library. A report was filed.,2019-09-25 14:50:00,2019
254,An NU student reported his headphones were stolen from the lobby of Davenport A. A report was filed. ,2019-09-25 15:00:00,2019
255,The manager of Wollaston’s Market in Marino Recreation Center reported stopping an NU student for shoplifting. The student was banned from both Wollaston’s Market locations. A report was filed. ,2019-09-26 11:53:00,2019
256,The manager of Wollaston’s Market in Marino Recreation Center reported stopping an NU staff member for shoplifting. The woman was banned from both Wollaston’s Market locations. A report was filed. ,2019-09-26 12:45:00,2019
257,"A resident assistant, or RA, in West Village A reported observing an NU student smoking marijuana in a stairwell. Officers reported meeting with both the RA and the student. A report was filed. ",2019-09-26 21:37:00,2019
258,"An NU student reported observing an individual unaffiliated with NU outside of his apartment who appeared to be talking to himself. Officers reporting speaking to the man, who has a criminal record and a prior warrant. The man was placed under arrested for larceny. A report was filed. ",2019-09-27 17:44:00,2019
259,An NU student reported her unattended wallet was stolen from a bathroom in the Interdisciplinary Science and Engineering Complex. A report was filed.,2019-09-27 18:47:00,2019
260,An NU student reported a break-in at his residence at 171 Hemenway St. and that someone had been searching through his belongings. BPD were notified and checked the surrounding area with negative results. A report was filed. ,2019-09-27 20:44:00,2019
261,A proctor in Speare Hall reported observing an intoxicated NU student who attempted to enter the hall. Officers responded and called an ambulance. The medical professionals cleared the student and allowed him to stay in his room for the night. A report was filed. ,2019-09-28 01:02:00,2019
262,An NU student reported his unattended property was stolen from the lobby of Shillman Hall. A report was filed.,2019-09-28 15:43:00,2019
263,An NU student reported her backpack was stolen from her room in Melvin Hall. A report was filed.,2019-09-28 16:42:00,2019
264,An NU student reported his unattended backpack was stolen from the Stetson East lobby. A report was filed.,2019-09-28 21:14:00,2019
265,"An RA in Speare Hall reported observing a heavily intoxicated student vomiting and unable to stand up, but conscious and alert. Officers called an ambulance to transport the student to Beth Israel Deaconess Medical Center. A report was filed.",2019-09-29 01:12:00,2019
266,"An NU student at 606 Columbus Ave. reported another student was highly intoxicated. Officers reported the student was not very responsive, but expressed the need for an ambulance. Officers called an ambulance to transport him to Boston Medical Center. A report was filed. ",2019-09-29 02:37:00,2019
267,An NU student reported his bike was stolen from outside West Village B. A report was filed.,2019-09-16 10:10:00,2019
268,An NU student reported his bike was stolen from the racks outside West Village C. A report was filed. ,2019-09-16 20:03:00,2019
269,An NU student reported a door in 140 The Fenway appeared to have been kicked open. Officers responded and reported that someone attempted to forcibly gain entry into the room. A report was filed.,2019-09-17 16:16:00,2019
270,An NU student reported that his unattended backpack was stolen from Curry Student Center. A report was filed.,2019-09-18 17:20:00,2019
271,Operations reported observing a man unaffiliated with NU stealing a bike from the racks outside International Village on security camera footage. A report was filed. ,2019-09-19 10:28:00,2019
272,An NU student reported that his bike was stolen from the racks outside International Village. A report was filed. ,2019-09-19 17:09:00,2019
273,An NU staff member reported a university-owned iPad was not returned to Snell Library after being used during an event. A report was filed.,2019-09-20 12:14:00,2019
274,An NU staff member reported her specialized black bike was stolen from the front of SquashBusters. A report was filed.,2019-09-20 17:22:00,2019
275,An NU student reported his bike was stolen from outside the Interdisciplinary Science and Engineering Complex. A report was filed.,2019-09-20 18:17:00,2019
276,An NU student reported observing an intoxicated student vomiting inside a room in Kerr Hall. Officers reported the student was conscious but not alert and called an ambulance to transport the student to Beth Israel Deaconess Medical Center. A report was filed.,2019-09-20 23:32:00,2019
277,A facilities employee reported observing a man unaffiliated with NU urinating in the Fenway/Hemenway Street alley. Officers notified emergency medical services and reported the man has a criminal record. Officers placed the man under arrest for lewd behavior. He was also found to be in possession of Class A and B drugs. A report was filed.,2019-09-21 07:21:00,2019
278,An individual reported observing an NU student on Forsyth Street who appeared to be heavily intoxicated and unable to walk. Officers called an ambulance to transport the student to Beth Israel Deaconess Medical Center. A report was filed. ,2019-09-21 23:08:00,2019
279,"An individual reported observing an NU student in front of White Hall who appeared to be intoxicated. Officers called an ambulance to transport the student to Beth Israel Deaconess Medical Center. A report was filed.
",2019-09-22 00:15:00,2019
280,"A resident assistant, or RA, in White Hall reported finding a fake ID belonging to an NU student. A report was filed.",2019-09-22 00:48:00,2019
281,An RA in Melvin Hall reported observing an intoxicated NU student vomiting. Officers called an ambulance to transport the student to Beth Israel Deaconess Medical Center. A report was filed.,2019-09-22 02:41:00,2019
282,An officer reported finding a fake ID belonging to an NU student in the lost and found. A report was filed.,2019-09-09 13:10:00,2019
283,An NU student reported his unattended backpack was stolen from Snell Engineering Center. A report was filed.,2019-09-09 17:40:00,2019
284,An officer reported observing a suspicious man unaffiliated with NU in the area of Speare Place. Officers reported the man has a criminal record and banned him from NU property. A report was filed.,2019-09-10 13:40:00,2019
285,An NU student reported her scooter was stolen from Ryder Lot. A report was filed.,2019-09-11 16:36:00,2019
286,An NU student reported his bike was stolen from outside 177 Huntington Ave. A report was filed. ,2019-09-11 16:57:00,2019
287,An NU student reported his bike was stolen from outside Marino Recreation Center. A report was filed.,2019-09-11 20:27:00,2019
288,An NU student reported his lacrosse bag was stolen from outside his room in International Village. A report was filed.,2019-09-13 08:17:00,2019
289,BPD officers reported a man pointed a gun in the face of a woman unaffiliated with NU. Officers reported the man slashed her car’s tires while the vehicle was parked on Tremont Street. Officers reported finding the man on Benton Street and placing him under arrest. A report was filed. ,2019-09-13 14:55:00,2019
290,An officer reported an intoxicated student at Hastings Hall was in need of emergency medical services. The officer requested an ambulance to transfer the student to Beth Israel Deaconess Medical Center. A report was field.,2019-09-13 22:26:00,2019
291,"A resident assistant, or RA, in Stetson West reported observing an NU student vomiting in the bathroom. Officers requested an ambulance to transport the student to Beth Israel Deaconess Medical Center. A report was filed.",2019-09-14 00:51:00,2019
292,An NU student in Light Hall reported her roommate was vomiting and in need of emergency medical services. Medical responders arrived and cleared the roommate. A report was filed. ,2019-09-14 01:09:00,2019
293,"An RA in Stetson West reported a student was vomiting. Officers notified emergency medical services, who cleared the student. A report was filed.",2019-09-14 01:17:00,2019
294,A proctor in Kennedy Hall reported observing an NU student passed out near the proctor station. Officers reported the student was conscious but intoxicated and notified emergency medical services. A report was filed.,2019-09-14 01:29:00,2019
295,An NU student reported his bike tire was stolen from the bike racks outside of the Interdisciplinary Science and Engineering Complex. A report was filed. ,2019-09-14 08:17:00,2019
296,An RA in Speare Hall reported an intoxicated NU student vomiting inside a restroom. Officers requested emergency medical services. A report was filed. ,2019-09-15 00:52:00,2019
297,An officer reported observing an intoxicated man in front of 70 Forsyth St. Officers reported requesting emergency medical services and identifying the man as a Boston University student. A report was filed. ,2019-09-15 01:35:00,2019
298,The manager of Wollaston’s Market in Marino Recreation Center reported an NU student who was caught shoplifting. Officers reported the student had previously been banned from both Wollaston’s Markets. A report was filed.,2019-09-15 12:09:00,2019
299,An NU student reported her bike was stolen from outside Kennedy Hall. A report was filed.,2019-09-15 14:13:00,2019
300,"An individual reported observing a man and woman, unaffiliated with NU, twitching on a couch but breathing on their own in an alley near Fenway. Officers placed the man under arrest for an active warrant. A report was filed.",2019-09-02 06:20:00,2019
301,An NU student reported his gold chain was stolen from his room in Davenport A. A report was filed.,2019-09-02 11:43:00,2019
302,An NU student reported his bike was stolen from outside White Hall. A report was filed.,2019-09-02 15:36:00,2019
303,An NU student reported his bike was stolen from the bike cage inside Renaissance Park Garage. A report was filed.,2019-09-03 11:03:00,2019
304,The manager of Wollaston’s Market in Marino Recreation Center reported an NU student stole several items earlier.  A report was filed.,2019-09-03 12:52:00,2019
305,"A detective reported observing a man unaffiliated with NU, who appeared to have an envelope containing a white powdery substance, biking on Davenport Street. Officers reported the suspect had an active warrant and criminal record and placed him under arrest for possession of a Class A substance. A report was filed.",2019-09-03 18:29:00,2019
306,"An NU student reported observing a man lying unconscious in front of Cahners Hall. Officers identified the man as an NU student, who was unresponsive but breathing. Officers called an ambulance to transport the man to Tufts Medical Center for further assistance. A report was filed.",2019-09-04 00:10:00,2019
307,"A detective reported observing a man in front of the Interdisciplinary Science and Engineering Complex, or ISEC, who matched the description of a suspect from an unresolved case. Officers investigated the suspect internally and found an active trespass. Officers reported that the suspect admitted to stealing two bikes that had been reported missing at an earlier date. A report was filed.",2019-09-04 08:12:00,2019
308,An NU student reported his packages were stolen from outside 115 St. Stephen St. A report was filed.,2019-09-04 13:15:00,2019
309,An NU student reported his bike was stolen from outside ISEC. A report was filed. ,2019-09-05 11:48:00,2019
310,"A bookstore staff member reported that a man unaffiliated with NU attempted to steal socks from the bookstore, but stopped when confronted by the manager. Officers reported that he did not steal anything, but had a previous charges of trespassing on NU property. A report was filed.",2019-09-05 19:00:00,2019
311,An individual unaffiliated with NU reported his bike was stolen from outside Stetson West. A report was filed. ,2019-09-06 01:07:00,2019
312,A Wentworth Institute of Technology police officer reported transporting an NU student from their campus to Beth Israel Deaconess Medical Center. A report was filed.,2019-09-06 01:35:00,2019
313,A proctor in Davenport B reported a former NU student who had been previously banned from NU property attempting to sign into the building. Officers placed the woman under arrest for an active trespass and positive warrant. A report was filed.,2019-09-06 20:21:00,2019
314,A proctor in Stetson West reported observing two men in the lobby who appeared to be intoxicated. Officers reported speaking to the men and had them transported to Beth Israel Deaconess Medical Center for further evaluation. A report was filed.,2019-09-07 05:36:00,2019
315,An officer reported observing two teenagers unaffiliated with NU attempting to steal three unsecured bicycles from outside Hayden Hall. Officers transported the bicycles back to headquarters and released the teenagers to their legal guardians. A report was filed.,2019-09-08 01:49:00,2019
316,An NU student reported his backpack was stolen from Levine Marketplace. A report was filed. ,2019-09-08 10:57:00,2019
317,"An NU student reported his bike was stolen from Speare Place by two men. Officers reported pursuing the two suspects, who were last seen heading toward the Back Bay Fens. Officers stopped the men and reported that both have a positive criminal record. Officers charged the suspects with larceny, but were unable to locate the stolen bike. A report was filed.",2019-09-08 08:33:00,2019
318,An NU student reported his car was broken into while parked in front of 115 Hemenway St. and that nothing was stolen. A report was filed.,2019-08-28 21:52:00,2019
319,"An NU staff member reported that students had not picked up their keys yet at the leased property at 49 Symphony Road, but that she found multiple items, including three bikes, belonging to NU students in the building. Officers responded and reported two of the bikes had been reported stolen and returned them to their owners. A report was filed.",2019-08-29 12:13:00,2019
320,An NU student reported his backpack containing his passport and laptop was stolen from Speare Hall. A report was filed.,2019-08-29 15:16:00,2019
321,An officer reported a cab driver informed him that he saw a person being attacked on Columbus Avenue. Officers reported locating the victim sitting on the curb in front of the Renaissance Park Garage and that he had been severely injured by a bat. The victim reported that two men assaulted him and stole his scooter. Officers requested an ambulance to transport the victim to the hospital. A report was filed.,2019-08-30 02:15:00,2019
322,An NU student reported his bike was stolen from the bike racks at Speare Place. A report was filed.,2019-08-30 12:20:00,2019
323,"A security guard requested that an officer check on a man sitting in the southwest corridor at Camden Street. Officers responded and found the man to be in possession of drugs and called an ambulance to transport him to Beth Israel Deaconess Medical Center, or BIDMC. Officers reported the man will be summoned to court for possession of a Class A substance. A report was filed.",2019-08-30 18:07:00,2019
324,An NU student reported his friend was intoxicated and not alert. Officers responded and reported that the student declined medical treatment but was underage. A report was filed.,2019-08-31 04:00:00,2019
325,An NU student reported he was assaulted by an unknown man who attempted to steal his food and drink from the Dunkin’ on Huntington Avenue. Officers responded and reported checking the area with negative results. A report was filed.,2019-08-31 08:03:00,2019
326,An NU student reported his bike was stolen from the bike racks outside Marino Recreation Center. A report was filed.,2019-08-31 11:06:00,2019
327,"A proctor in West Village B reported a man unaffiliated with NU attempted to enter the building and was turned away. Officers responded and reported stopping the man, who had a criminal record and had previously been banned from NU property. Officers placed the man under arrest for trespassing. A report was filed.",2019-08-31 15:58:00,2019
328,An NU student reported her bike was stolen from the bike racks outside International Village. A report was filed.,2019-08-31 17:25:00,2019
329,An NU alumnus reported his unattended laptop was stolen from the front steps of 774 Columbus Ave. A report was filed.,2019-08-31 18:14:00,2019
330,A proctor in West Village F reported an intoxicated NU student entered the building and was having difficulty walking. Officers responded and called an ambulance to transport the student to BIDMC. A report was filed.,2019-08-31 22:34:00,2019
331,A man unaffiliated with NU reported his backpack was stolen somewhere between Ryder Hall and Davenport Street. A report was filed.,2019-09-01 12:15:00,2019
332,An NU student reported he dropped his wallet inside of Wollaston’s Market in Marino Recreation Center and that an employee later told him a group of women picked up the wallet and took it. A report was filed.,2019-09-01 16:08:00,2019
333,An NU student reported his bike was stolen from the front of 153 Hemenway St. A report was filed.,2019-09-01 17:59:00,2019
334,A resident assistant reported observing a woman unaffiliated with NU lying down in the vestibule at 768 Columbus Ave. Officers responded and reported the woman has a criminal record and had been previously banned from NU property. Officers placed the woman under arrest for an active warrant. A report was filed.,2019-09-01 21:25:00,2019
335,An officer reported a suspicious-looking man unaffiliated with NU near the bike racks outside LightView Apartments. The officer responded and reported banning the man from all NU property. A report was filed.,2019-08-19 16:13:00,2019
336,An officer reported observing a man who was previously banned from NU property entering Gainsborough Garage on security camera footage. Officers reported reminding the man unaffiliated with NU of his trespass and sending him on his way. A report was filed.,2019-08-20 20:41:00,2019
337,"NUPD reported observing security camera footage of a man attempting to take parts off bicycles with a screwdriver outside International Village and leaving the area. Officers responded and reported stopping the man on Prentiss Street. Officers reported that the man, unaffiliated with NU, claimed he was removing the bell from a previously-stripped bike. Officers banned the man from all NU property. A report was filed.",2019-08-21 11:38:00,2019
338,An NU student reported his bike was stolen from the racks in front of Marino Recreation Center. A report was filed.,2019-08-21 19:06:00,2019
339,A resident assistant reported a homeless man was sleeping in the lobby of 122 St. Stephens St. Officers responded and reported the man was unaffiliated with NU and had a criminal record. Officers placed the man under arrest for multiple active warrants. A report was filed.,2019-08-22 00:05:00,2019
340,An NU staff member reported an NU alumni card holder became combative and used harsh language when his card failed at Marino Recreation Center. Officers responded and reported the NU alumnus was no longer in the area. A report was filed.,2019-08-23 19:55:00,2019
341,An NU student reported waking up to her window and front door ajar and her laundry scattered around her apartment at 49 Symphony Rd. Officers responded and reported there was evidence of break-ins in multiple apartments. Facility management was contacted to change the apartments’ locks. A report was filed.,2019-08-25 08:24:00,2019
342,An NU student reported her laptop and tablet were stolen from her unlocked vehicle while it was parked in Columbus Garage. A report was filed.,2019-08-25 15:24:00,2019
343,A woman unaffiliated with NU reported her phone was stolen off campus and that an NU student might have taken it. A report was filed.,2019-08-25 16:37:00,2019
344,A sergeant reported observing an individual unaffiliated with NU repeatedly entering Hastings Hall over the weekend. The sergeant reported the individual had been previously banned from NU property and will be summoned to court for trespassing. A report was filed.,2019-08-12 12:45:00,2019
345,An NU staff member reported witnessing a man cut a bike lock off a bike and take it from the rack outside Cabot Physical Education Center. Officers responded and reported checking the area with negative results. A report was filed.,2019-08-13 09:40:00,2019
346,An NU staff member reported a passerby said he saw a man and woman engaging in drug activity in the alley behind Cushing Hall. Officers responded and reported finding both outside the first floor bathrooms in Marino Recreation Center. Officers reported placing the man under arrest for an active warrant and additionally charging him with possession of prescription drugs that did not belong to him. A report was filed.,2019-08-13 11:25:00,2019
347,The manager of Wollaston’s Market in Marino Recreation Center reported an NU student was detained for shoplifting. Officers responded and banned the student from both Wollaston’s locations. A report was filed.,2019-08-13 11:48:00,2019
348,An NU staff member reported his road bike was stolen from outside Cabot Physical Education Center. A report was filed.,2019-08-13 13:40:00,2019
349,An NU student reported his book was stolen from Snell Library. A report was filed.,2019-08-14 01:05:00,2019
350,Officers reported observing a man who had been previously banned from NU property in Hastings Hall and then running down Huntington Avenue. Officers reported issuing a summons to the man. A report was filed.,2019-08-14 01:49:00,2019
351,An officer reported observing a man unaffiliated with NU in Hastings Hall on security camera footage. Officers reported finding the man and placing him under arrest for trespassing. A report was filed.,2019-08-14 07:29:00,2019
352,A janitor reported observing a man in Dodge Hall who was intoxicated and causing a scene. Officers responded and reported the man had left Dodge Hall and entered the Latinx Student Cultural Center. Officers reported stopping the man in the Forsyth Building and requested an ambulance to bring him to the hospital. A report was filed.,2019-08-14 16:04:00,2019
353,A detective reported observing two people unaffiliated with NU attempting to break into a storage container inside the Fenway Center lot. The detective reported both have a criminal record and that one was arrested for a prior warrant and the other banned from all NU property. A report was filed.,2019-08-14 19:48:00,2019
354,The manager of Wollaston’s Market in Marino Recreation Center reported a man attempted to shoplift and fled down Huntington Avenue. A report was filed.,2019-08-14 21:38:00,2019
355,The manager of the campus bookstore reported a man attempted to steal a pair of headphones and fled the area. A report was filed.,2019-08-15 12:29:00,2019
356,An NU alumnus reported his phone was stolen from Marino Recreation Center. A report was filed.,2019-08-15 13:50:00,2019
357,Officers reported stopping two individuals with criminal records in Snell Quad and banning them from NU property. A report was filed.,2019-08-15 18:56:00,2019
358,Operations reported observing several teenage boys who appeared to be casing the bike racks outside International Village. Officers responded and reported stopping two of the boys outside International Village and one on Ruggles Street. Officers reported releasing the boys to a guardian and taking the bikes for safe keeping. A report was filed.,2019-08-15 22:19:00,2019
359,The manager of Wollaston’s Market in Marino Recreation Center reported stopping an NU student who was shoplifting. Officers responded and banned the student from both Wollaston’s locations. A report was filed.,2019-08-16 12:08:00,2019
360,"Officers reported speaking to a man unaffiliated with NU after observing his vehicle loitering in the Carter School lot for an extended period of time. Officers reported the car owner has a criminal record and multiple active warrants for witness intimidation, threat to commit crime and unlicensed operation. Officers placed the man under arrest. A report was filed.",2019-08-17 14:20:00,2019
361,"An officer reported his NUPD bike was stolen from outside Giovanni’s Market on Columbus Avenue and that he did not know when the bike was taken. The officer reported that his phone was in the bike bag and that he was able to track its location to the corner of Massachusetts and Columbus Avenues. Officers reported speaking to a witness who saw a man drop off the bike and jump over a fence, then found the shirt that the man was wearing behind the fence. Officers reported checking the area with negative results. A report was filed.",2019-08-18 14:00:00,2019
362,The manager of Wollaston’s Market in Marino Recreation Center reported a teenager stole several items and fled toward Fenway. Officers responded and reported checking the area with negative results. A report was filed.,2019-08-18 14:20:00,2019
363,A resident assistant in Davenport B reported finding a bong in a room while conducting health and safety inspections. Officers responded and reported confiscating the property. A report was filed.,2019-08-18 20:17:00,2019
364,A security guard reported observing a man unaffiliated with NU rummaging through an NU van parked at Forsyth Circle. Officers responded and reported the man has a criminal record and banned him from all NU property. A report was filed.,2019-08-06 02:18:00,2019
365,An individual reported the rear tire of his bike was stolen while secured outside 148 Hemenway St. A report was filed.,2019-08-07 16:33:00,2019
366,A Snell Library staff member reported that electronic equipment had been missing for a few weeks. A report was filed.,2019-08-08 13:26:00,2019
367,The manager of Tatte Bakery and Cafe in Marino Recreation Center reported observing two women engaging in drug activity in the restroom. Officers responded and reported one woman was arrested for an active warrant and the other was sent on her way. A report was filed.,2019-08-08 13:38:00,2019
368,An officer reported finding a man unaffiliated with NU in Hastings Hall and placing him under arrest for trespassing. A report was filed.,2019-08-08 17:58:00,2019
369,An NU student reported her friend was intoxicated and not alert. Officers requested emergency medical services and transported the student to Beth Israel Deaconess Medical Center for further evaluation. A report was filed.,2019-08-09 02:13:00,2019
370,A man unaffiliated with NU reported his bike was stolen from the bike racks outside Snell Library. A report was filed.,2019-08-09 18:54:00,2019
371,"A proctor in West Village A reported a man unaffiliated with NU ran into the building to report an attempted assault. The man said an unknown man riding a bike displayed a knife and attempted to knock him down, then took his bike lock and attempted to strike him with it and demanded his wallet. Officers responded and after speaking to the victim, determined his story was inconsistent and potentially fabricated. Officers identified him as having a criminal record and placed him under arrest for an active warrant. A report was filed.",2019-08-09 19:44:00,2019
372,"A parent of a student living in NU intern housing reported his daughter was due home and had not checked in. Officers responded and found the student in her room, intoxicated and conscious but not alert. The student made contact with her father and the officers cleared the room. A report was filed.",2019-08-10 00:47:00,2019
373,An individual unaffiliated with NU who had been previously banned from NU property was observed on security cameras entering Hastings Hall. Officers reported the man will be summoned to court for trespassing. A report was filed.,2019-08-10 01:35:00,2019
374,The manager of Wollaston’s Market in Marino Recreation Center reported five teenage boys stole several items and fled toward Fenway. Officers responded and reported checking the area with negative results. A report was filed.,2019-08-10 19:16:00,2019
375,An NU student reported her bike was stolen from outside Stetson East. A report was filed.,2019-07-29 14:59:00,2019
376,An NU student reported an incident involving an NU staff member that occurred earlier in the day. A report was filed.,2019-07-29 15:45:00,2019
377,An NU student reported her laptop was stolen from Richards Hall. A report was filed.,2019-07-29 18:56:00,2019
378,An NU staff member reported a man unaffiliated with NU was sleeping in a room in Hastings Hall. Officers responded and sent the man on his way. A report was filed.,2019-07-30 06:36:00,2019
379,An NUPD detective reported an NU student stole a computer from a classroom in Ell Hall earlier that month. A report was filed.,2019-07-30 08:42:00,2019
380,An NUPD detective reported a computer monitor was stolen from Richards Hall in June. A report was filed.,2019-07-30 08:46:00,2019
381,An NU student reported his apartment at 84 The Fenway was broken into. A report was filed.,2019-07-30 11:43:00,2019
382,An NU student reported he was punched in the face by several men on bicycles. A report was filed.,2019-07-31 03:16:00,2019
383,An NU student reported a package was stolen from the Marino Recreation Center. A report was filed.,2019-07-31 09:22:00,2019
384,An NU student reported $450 was stolen from his room in West Village G. A report was filed.,2019-07-31 15:29:00,2019
385,An NU student reported his moped was stolen from the bike rack outside Hayden Hall. A report was filed.,2019-07-31 19:52:00,2019
386,An NU student reported his rear bicycle wheel was stolen from his bike outside Snell Library. A report was filed.,2019-07-31 23:44:00,2019
387,An NU staff member reported several NU vehicles were broken into overnight. Officers responded and reported two vehicles were broken into and that there was blood on one. A report was filed.,2019-08-01 06:01:00,2019
388,An NU staff member reported her bike was stolen from the bike racks outside Snell Library. A report was filed.,2019-08-02 06:01:00,2019
389,The manager of Wollaston’s Market at Marino Recreation Center reported three teenagers stole several items and left the store. Officers responded and reported the teenagers were no longer in the area. A report was filed.,2019-08-03 18:58:00,2019
390,An NU student reported his bike was stolen from the bike racks outside Squashbusters. A report was filed.,2019-08-04 23:25:00,2019
391,An NU student reported his moped was stolen from the Ryder Parking Area. Officers reported locating a man with the moped leaving the area but were not able to locate him later. A report was filed.,2019-07-09 12:05:00,2019
392,An officer reported finding a facilities golf cart parked outside Hastings Hall with the key in the ignition. Officers reviewed camera footage and observed two women unaffiliated with NU stealing the vehicle and dropping it off outside Hastings. Officers checked the area and reported finding the two women inside Ruggles and summoning them to court. A report was filed.,2019-07-10 01:24:00,2019
